[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[349£¬117]:2.814082884978781,[349£¬742]:2.546694834564196,[349£¬7]:2.5185261890203434,[349£¬273]:2.4855185146423953,[349£¬685]:2.158146108585224,[349£¬151]:2.158146108585224,[349£¬282]:2.1426895420087533,[349£¬405]:2.137833640811203,[349£¬471]:2.1370889350708233,[349£¬300]:2.1301220046856013,
[722£¬288]:3.4931681796476157,[722£¬748]:3.1156099480903965,[722£¬9]:3.113299591448823,[722£¬293]:2.7410882376564154,[722£¬126]:2.705936702891045,[722£¬125]:2.6707677054683785,[722£¬289]:2.380047825473298,[722£¬15]:2.3546155053552735,[722£¬276]:2.354437315664685,[722£¬235]:2.3460839733828176,
[742£¬742]:3.3899755869814383,[742£¬257]:2.986684643573327,[742£¬288]:2.9446511393334993,[742£¬276]:2.8859394601896042,[742£¬151]:2.8826877738231307,[742£¬471]:2.616643215532988,[742£¬293]:2.514236900050939,[742£¬222]:2.5002019246464213,[742£¬300]:2.207060592676439,[742£¬298]:2.1815246180741577,
[259£¬1]:2.3188538282572395,[259£¬257]:2.3173988687779414,[259£¬50]:2.3170020867501346,[259£¬237]:2.2758270358897015,[259£¬100]:2.0005342453538293,[259£¬156]:1.7602300234097144,[259£¬174]:1.7551314108105376,[259£¬96]:1.7539860728250065,[259£¬250]:1.724778918036533,[259£¬69]:1.7221136621144717,
[728£¬294]:2.270893469287212,[728£¬405]:2.205787045001907,[728£¬245]:1.8592875564391773,[728£¬111]:1.8433051470332047,[728£¬288]:1.4843756482750639,[728£¬14]:1.4717685836790928,[728£¬300]:1.4671987370322759,[728£¬276]:1.4652250473654587,[728£¬7]:1.4538834943590024,[728£¬1]:1.4470089552441778,
[219£¬313]:1.2942382586166756,[219£¬286]:1.1458495917594693,[219£¬300]:1.1361193148365138,[219£¬216]:1.1138803136083804,[219£¬28]:1.1138803136083804,[219£¬315]:1.1085693746513368,[219£¬748]:1.1051951329883398,[219£¬302]:1.0924435197632978,[219£¬100]:1.085332142918165,[219£¬50]:1.085332142918165,
[614£¬471]:2.697693044231207,[614£¬328]:2.321041158314465,[614£¬333]:2.3167540388015393,[614£¬118]:2.3108675960424794,[614£¬678]:2.309590112113961,[614£¬111]:2.3032077363164354,[614£¬50]:2.2676829985101015,[614£¬273]:2.255220769195835,[614£¬748]:2.255220769195835,[614£¬124]:1.9126802540609151,
[67£¬118]:3.043955828305385,[67£¬147]:2.4472424031311393,[67£¬476]:2.4221930434237575,[67£¬288]:2.404781202741996,[67£¬237]:2.39358928550072,[67£¬222]:2.3632192150642273,[67£¬742]:2.353106233061236,[67£¬685]:2.0856081235204744,[67£¬291]:2.0856081235204744,[67£¬471]:2.044041809147061,
[381£¬181]:3.280419607481859,[381£¬7]:2.9721289331035297,[381£¬143]:2.971282663699956,[381£¬496]:2.969584671401754,[381£¬238]:2.969584671401754,[381£¬174]:2.9691505546381003,[381£¬197]:2.9691505546381003,[381£¬97]:2.962774285267541,[381£¬655]:2.8056634192650014,[381£¬423]:2.6677585138894115,
[233£¬185]:3.7029813867991885,[233£¬199]:3.7008990482337176,[233£¬496]:3.6761262417139404,[233£¬172]:3.6681611452410787,[233£¬22]:3.305150284619821,[233£¬213]:3.296930121705641,[233£¬480]:3.279949367351434,[233£¬132]:3.2673562279822916,[233£¬210]:3.245129125793325,[233£¬530]:2.9010517695773905,
[822£¬121]:1.9755217513343064,[822£¬588]:1.7789324764611103,[822£¬100]:1.5830408868876444,[822£¬418]:1.5749553206233626,[822£¬117]:1.569551054863718,[822£¬174]:1.532518921274083,[822£¬50]:1.532518921274083,[822£¬222]:1.4051397260744187,[822£¬597]:1.402896972232289,[822£¬501]:1.392076081633499,
[283£¬228]:2.488644311700078,[283£¬89]:2.200408302052722,[283£¬69]:2.18948151809498,[283£¬153]:2.1596217463222884,[283£¬79]:2.102235641837499,[283£¬692]:1.9230266597426653,[283£¬294]:1.9230266597426653,[283£¬183]:1.900251753846305,[283£¬258]:1.900251753846305,[283£¬25]:1.8965588925920904,
[850£¬191]:3.197525861779402,[850£¬183]:2.818738561627731,[850£¬199]:2.804732784823956,[850£¬82]:2.783240147493687,[850£¬203]:2.7644265313573784,[850£¬423]:2.4091187159126592,[850£¬144]:2.40234053660892,[850£¬215]:2.394357488252761,[850£¬258]:2.3898615819494,[850£¬133]:2.389041389266817,
[610£¬174]:2.71785192037917,[610£¬181]:2.701814540643806,[610£¬132]:2.701814540643806,[610£¬496]:2.6985365285056995,[610£¬435]:2.689410874048969,[610£¬69]:2.3729616977849646,[610£¬199]:2.368972338568379,[610£¬22]:2.365975234930519,[610£¬135]:2.360240973441396,[610£¬515]:2.0326896894001925,
[731£¬483]:3.5617417194508922,[731£¬79]:3.229605608754266,[731£¬50]:3.2107531720561617,[731£¬98]:3.1987585838140467,[731£¬435]:2.8748834642310177,[731£¬174]:2.8452026428250026,[731£¬186]:2.5427473535343914,[731£¬498]:2.5427473535343914,[731£¬181]:2.532843967095497,[731£¬22]:2.530752765292276,
[169£¬435]:2.274940259616784,[169£¬515]:2.2514358182815752,[169£¬479]:2.2270000083518795,[169£¬176]:2.0005501757334248,[169£¬210]:1.9985287432081393,[169£¬183]:1.988289993138932,[169£¬132]:1.988289993138932,[169£¬153]:1.9612676191828156,[169£¬79]:1.9479016994871259,[169£¬187]:1.7470083000614893,
[366£¬56]:3.946308163233828,[366£¬441]:3.5588429500451237,[366£¬100]:3.1151449306021335,[366£¬5]:3.1077237960314137,[366£¬567]:3.043421307473642,[366£¬436]:2.5279004697816414,[366£¬183]:2.2603965803269537,[366£¬145]:2.243670084010594,[366£¬670]:2.1366609034285333,[366£¬774]:2.1306306151468664,
[163£¬327]:2.2432274372170498,[163£¬294]:1.953845846705454,[163£¬328]:1.8829765582213922,[163£¬689]:1.8654704829354272,[163£¬313]:1.842984644663496,[163£¬340]:1.6645961677482932,[163£¬346]:1.6504218164831779,[163£¬750]:1.6191667576855955,[163£¬303]:1.596021847730753,[163£¬302]:1.5904051316562127,
[814£¬672]:4.407581266797059,[814£¬164]:3.5966296072724777,[814£¬637]:3.2043973369961103,[814£¬443]:3.092118099948932,[814£¬217]:3.0794805255291813,[814£¬201]:2.7310358109538004,[814£¬567]:2.3696985866920772,[814£¬183]:2.2976283772167827,[814£¬452]:2.1425471391662656,[814£¬569]:2.1209695550198013,
[538£¬172]:4.191110758683295,[538£¬228]:3.3667782837027653,[538£¬216]:3.3537076582299505,[538£¬196]:2.944644276561735,[538£¬132]:2.944644276561735,[538£¬1]:2.930739091931731,[538£¬7]:2.8774766352148866,[538£¬222]:2.5261663466256943,[538£¬180]:2.521665513146216,[538£¬56]:2.512323857803562,
[118£¬441]:2.877682650715752,[118£¬637]:2.620180916829538,[118£¬448]:2.5204938438789437,[118£¬145]:2.196701246884685,[118£¬447]:2.1464278428385812,[118£¬436]:2.1319240657281884,[118£¬443]:2.110617992169895,[118£¬50]:2.1021843845052652,[118£¬219]:2.081659114838239,[118£¬567]:1.9178557752218068,
[633£¬568]:2.492240000800252,[633£¬118]:2.4691462844049163,[633£¬50]:2.46902507913011,[633£¬69]:2.437698861432229,[633£¬100]:2.1505687959878035,[633£¬318]:2.148961059923708,[633£¬230]:2.1475125239535777,[633£¬82]:2.1431630447184706,[633£¬174]:2.1392800226510325,[633£¬181]:2.1392800226510325,
[175£¬210]:2.8142939105244715,[175£¬69]:2.7964904625665667,[175£¬191]:2.514911830850972,[175£¬194]:2.1910614782521076,[175£¬79]:2.186219741859552,[175£¬286]:1.9090775689556938,[175£¬357]:1.8933718004484221,[175£¬181]:1.8826422344264224,[175£¬135]:1.874938698344444,[175£¬200]:1.8613364594435626,
[377£¬690]:2.052520105738284,[377£¬300]:2.036710456696127,[377£¬328]:1.9742605253272532,[377£¬286]:1.6516993737861185,[377£¬347]:1.638604924301463,[377£¬879]:1.3612040639192713,[377£¬310]:1.3325413035591624,[377£¬327]:1.3241568680494729,[377£¬322]:1.0863845350038521,[377£¬346]:1.0339328984031706,
[368£¬200]:4.390112744092231,[368£¬185]:4.0001062101090925,[368£¬436]:3.349458806034994,[368£¬184]:3.212023045836729,[368£¬413]:3.211835416843697,[368£¬443]:2.6214571339144097,[368£¬452]:2.1389754276528343,[368£¬258]:2.0858256422957644,[368£¬760]:2.0858256422957644,[368£¬590]:1.9883066990475773,
[579£¬318]:2.5702622098602075,[579£¬121]:2.2211432359114767,[579£¬423]:2.212985297572878,[579£¬64]:2.211729974037339,[579£¬175]:2.197469920893398,[579£¬208]:2.1775911614033716,[579£¬79]:2.175739456022596,[579£¬174]:2.1675815176839976,[579£¬12]:2.1671410297812645,[579£¬137]:2.1577233731900116,
[604£¬559]:3.965045261253507,[604£¬53]:3.592367265003542,[604£¬201]:3.4387026541274754,[604£¬217]:3.4093384498132675,[604£¬219]:3.119605866268222,[604£¬447]:3.112890606142202,[604£¬17]:2.810547801782994,[604£¬436]:2.5696612675091597,[604£¬145]:2.3108181646571024,[604£¬561]:2.2968741176611402,
[773£¬195]:3.5056593481908624,[773£¬151]:3.4961485862610484,[773£¬173]:3.4961485862610484,[773£¬186]:3.4881827623983215,[773£¬95]:3.1346674050097594,[773£¬222]:3.1243117527638264,[773£¬180]:3.1240978729886058,[773£¬144]:3.1225939093494253,[773£¬226]:3.1225939093494253,[773£¬423]:3.117526211147289,
[928£¬294]:2.205140922771602,[928£¬302]:1.9602712623847256,[928£¬286]:1.8755540112225761,[928£¬258]:1.654517710031939,[928£¬289]:1.654517710031939,[928£¬181]:1.6478988042532934,[928£¬50]:1.6259997600126495,[928£¬180]:1.6223778845173074,[928£¬318]:1.6134874484105042,[928£¬56]:1.5915884041698602,
[578£¬328]:2.603533040120827,[578£¬258]:2.2717110513652576,[578£¬322]:1.7745186526568717,[578£¬313]:1.7502267707828716,[578£¬748]:1.7462707338196115,[578£¬260]:1.7429125498684308,[578£¬327]:1.713495715560292,[578£¬271]:1.6913130312761357,[578£¬340]:1.490164595604489,[578£¬288]:1.484636895068041,
[917£¬117]:2.6301104634388675,[917£¬300]:2.46004152650076,[917£¬288]:2.2907777512290846,[917£¬269]:2.240024361581832,[917£¬257]:2.215266486838757,[917£¬111]:2.194962291574838,[917£¬508]:2.1463033188103258,[917£¬294]:2.1429632219637145,[917£¬181]:2.1186471555013004,[917£¬15]:2.0970645221804456,
[50£¬127]:2.1159783106666614,[50£¬150]:2.102992911979927,[50£¬273]:1.850754058611917,[50£¬285]:1.8334111182972042,[50£¬293]:1.7773234383404621,[50£¬283]:1.4622763087846014,[50£¬129]:1.4542755691500011,[50£¬50]:1.4460131565980625,[50£¬742]:1.4396883203935598,[50£¬181]:1.4061886288278596,
[150£¬100]:3.1041852336460307,[150£¬9]:2.6995373774799503,[150£¬7]:2.6458917717694184,[150£¬508]:2.3465354191320356,[150£¬285]:2.3294480854269364,[150£¬544]:2.324102472211185,[150£¬327]:2.3111455792818982,[150£¬286]:2.3102474488009066,[150£¬591]:2.2605743316219113,[150£¬257]:1.9651335031331074,
[662£¬124]:2.2013080270240244,[662£¬9]:2.1572985658962684,[662£¬475]:2.152956280328575,[662£¬7]:1.962415093931325,[662£¬508]:1.898262263658361,[662£¬137]:1.8728744957257522,[662£¬237]:1.8636415363841985,[662£¬293]:1.8635427985207385,[662£¬288]:1.6615047909344742,[662£¬301]:1.651546256809895,
[530£¬79]:2.1461279822510813,[530£¬210]:1.8822370382231857,[530£¬496]:1.8814363568385397,[530£¬69]:1.8796586272404847,[530£¬172]:1.8702869208987853,[530£¬655]:1.6274969269340853,[530£¬153]:1.6252240998515481,[530£¬143]:1.6224304134473007,[530£¬181]:1.61561758346476,[530£¬58]:1.613839853866705,
[691£¬174]:1.9908326270918757,[691£¬56]:1.9908326270918757,[691£¬181]:1.8464066352598016,[691£¬483]:1.8388041025670558,[691£¬173]:1.813223013738149,[691£¬194]:1.7777215344891233,[691£¬172]:1.7243211299777415,[691£¬127]:1.5917478633529099,[691£¬176]:1.58732146469336,[691£¬357]:1.568610741382654,
[228£¬269]:1.542073155975102,[228£¬294]:1.291538891453465,[228£¬276]:1.2770545326074911,[228£¬258]:1.2595517743117997,[228£¬9]:1.2440758106565255,[228£¬315]:1.044936253910931,[228£¬100]:1.0356258764941084,[228£¬318]:1.027626986347061,[228£¬127]:1.0270545326074914,[228£¬191]:1.0270545326074914,
[24£¬12]:3.1876086892136484,[24£¬181]:3.1791310375051074,[24£¬135]:3.1111154525929496,[24£¬89]:2.8518396189214985,[24£¬22]:2.8518396189214985,[24£¬195]:2.8462293900856808,[24£¬42]:2.8438462186634053,[24£¬174]:2.843624754634105,[24£¬50]:2.843624754634105,[24£¬172]:2.8355720369167865,
[372£¬567]:3.003867416687375,[372£¬5]:2.991306046573325,[372£¬234]:2.694764552323388,[372£¬184]:2.6920246978558424,[372£¬217]:2.6210347681336867,[372£¬413]:2.3541640436788525,[372£¬17]:1.9654750129055742,[372£¬573]:1.937552156196804,[372£¬670]:1.914980401155523,[372£¬379]:1.914980401155523,
[908£¬168]:3.0449560270844125,[908£¬135]:2.6850071772199353,[908£¬197]:2.6847330669259337,[908£¬23]:2.6715534731121755,[908£¬474]:2.6584411102395866,[908£¬429]:2.3003904801263415,[908£¬182]:2.2850321442185826,[908£¬176]:2.28241255336121,[908£¬523]:2.280068700464742,[908£¬480]:2.2798451172026533,
[575£¬174]:2.7058797447947334,[575£¬64]:1.9887918342114994,[575£¬187]:1.9651554403736091,[575£¬527]:1.7654148624250232,[575£¬205]:1.7579811767614006,[575£¬183]:1.7326632285199501,[575£¬172]:1.6864415455137414,[575£¬56]:1.6808449263863103,[575£¬185]:1.6665927772373794,[575£¬435]:1.6073845639736428,
[333£¬50]:2.1953870892723635,[333£¬181]:1.7363926947712944,[333£¬100]:1.4558344033848951,[333£¬172]:1.4552605070879217,[333£¬286]:1.4117919604450997,[333£¬1]:1.2603622160806682,[333£¬202]:1.2524756145340679,[333£¬204]:1.2524756145340679,[333£¬210]:1.2516042123597948,[333£¬294]:1.2432178627893211,
[65£¬210]:3.6981687498473437,[65£¬186]:3.31988264221502,[65£¬176]:3.3036459960097324,[65£¬132]:3.3036459960097324,[65£¬4]:2.98134401614644,[65£¬58]:2.944835671336199,[65£¬181]:2.942500050469262,[65£¬196]:2.9419030391537686,[65£¬172]:2.932678635916113,[65£¬222]:2.932678635916113,
[225£¬132]:2.1316191285290067,[225£¬174]:2.1304334508826717,[225£¬275]:2.130354460245859,[225£¬483]:2.127680895437811,[225£¬69]:1.8868071830168913,[225£¬204]:1.8766095980202462,[225£¬479]:1.875344929737098,[225£¬195]:1.8681297834699793,[225£¬357]:1.8681297834699793,[225£¬197]:1.8680507928331667,
[48£¬195]:2.639038413929975,[48£¬64]:2.3214302659449224,[48£¬96]:2.300455142834091,[48£¬134]:2.2863411481595435,[48£¬176]:2.2757674316360377,[48£¬515]:1.998708523643507,[48£¬69]:1.9954044066223324,[48£¬300]:1.9954044066223324,[48£¬79]:1.9820541454985703,[48£¬22]:1.968733000174491,
[925£¬7]:3.260563396688957,[925£¬53]:3.2378336367768,[925£¬448]:2.902646401893518,[925£¬184]:2.900090949189915,[925£¬441]:2.8670678952185855,[925£¬100]:2.8546874806301226,[925£¬637]:2.1644319799184433,[925£¬164]:2.1644319799184433,[925£¬201]:2.154082634594749,[925£¬436]:2.1435666912458093,
[412£¬168]:3.139509814086653,[412£¬183]:2.835707316920294,[412£¬173]:2.8259964997113327,[412£¬69]:2.8085659978220043,[412£¬50]:2.7910284223885884,[412£¬22]:2.7910284223885884,[412£¬197]:2.5383557137868884,[412£¬191]:2.517235118709011,[412£¬100]:2.498937889896721,[412£¬179]:2.49462838742548,
[528£¬211]:2.77155225268198,[528£¬1]:2.7567038771841355,[528£¬79]:2.749812796687681,[528£¬28]:2.4693586916284813,[528£¬121]:2.4666757954847416,[528£¬22]:2.4502773155670186,[528£¬96]:2.4355912027156577,[528£¬265]:2.435428940069174,[528£¬71]:2.435428940069174,[528£¬98]:2.1606458424382415,
[98£¬216]:2.789750473166873,[98£¬204]:2.537260241324184,[98£¬393]:1.9565669559068226,[98£¬186]:1.9253165020965601,[98£¬202]:1.892532347309131,[98£¬100]:1.6967081819868122,[98£¬50]:1.6193323600212932,[98£¬56]:1.6178232039670366,[98£¬98]:1.6152889756621531,[98£¬4]:1.475512306444382,
[573£¬357]:3.0375535467426173,[573£¬132]:3.0375535467426173,[573£¬496]:3.0327610267100247,[573£¬483]:2.7092835450217003,[573£¬195]:2.6918311455665522,[573£¬202]:2.684132534172036,[573£¬197]:2.381311056798941,[573£¬191]:2.381162300049862,[573£¬23]:2.381162300049862,[573£¬489]:2.37378669028997,
[571£¬50]:2.2782179221969026,[571£¬172]:2.0916838411797283,[571£¬185]:1.7970641419337268,[571£¬423]:1.7713539333947517,[571£¬483]:1.6008587897175932,[571£¬98]:1.5765371925905476,[571£¬173]:1.5712324623397254,[571£¬56]:1.54997466697189,[571£¬183]:1.542292239814334,[571£¬127]:1.5353007840520094,
[613£¬98]:2.124461128447164,[613£¬56]:1.9025810499570726,[613£¬174]:1.89492455404472,[613£¬479]:1.7250356722782174,[613£¬79]:1.6730444755546283,[613£¬48]:1.665828696870284,[613£¬197]:1.665130286313086,[613£¬423]:1.6569625153822702,[613£¬97]:1.5886344730830864,[613£¬234]:1.5161320526951418,
[409£¬519]:4.0211447234250155,[409£¬134]:4.0211447234250155,[409£¬197]:3.639586768229897,[409£¬14]:3.6276611764157067,[409£¬132]:3.6276611764157067,[409£¬194]:3.622460516464003,[409£¬654]:3.622460516464003,[409£¬98]:3.6128335916938727,[409£¬185]:3.6128335916938727,[409£¬174]:3.603020834838275,
[172£¬479]:2.1168173331674716,[172£¬185]:1.9040032004777845,[172£¬100]:1.699879055245853,[172£¬187]:1.697763722631708,[172£¬474]:1.697763722631708,[172£¬134]:1.658954185772883,[172£¬179]:1.4956911284153391,[172£¬174]:1.4919989101589164,[172£¬127]:1.4919161523992446,[172£¬199]:1.2959461598601396,
[831£¬333]:2.9622351872333197,[831£¬302]:2.960701834855438,[831£¬286]:2.576217835478225,[831£¬269]:2.233647698508452,[831£¬276]:2.223301045899003,[831£¬748]:2.2105408877533677,[831£¬346]:1.8680325962445123,[831£¬879]:1.8469601443414752,[831£¬508]:1.8463501581335406,[831£¬258]:1.8451442199939327,
[509£¬322]:2.7686351130491595,[509£¬323]:2.7447503021005,[509£¬328]:2.6984751308585855,[509£¬271]:2.6625227669145866,[509£¬331]:2.364541974166363,[509£¬302]:2.3639350825460115,[509£¬269]:2.3639350825460115,[509£¬286]:2.363810510646337,[509£¬288]:2.3097151033798764,[509£¬313]:2.285954864330891,
[51£¬174]:2.174431029035693,[51£¬196]:2.1237780586400063,[51£¬71]:2.1237780586400063,[51£¬483]:1.9188804030357174,[51£¬204]:1.911725710271413,[51£¬97]:1.9046971599453366,[51£¬318]:1.8929745862520326,[51£¬191]:1.8846861539820334,[51£¬82]:1.8846861539820334,[51£¬202]:1.877531461217729,
[31£¬268]:1.7137122504340954,[31£¬302]:1.5020453721004445,[31£¬286]:1.3995657471981156,[31£¬258]:1.1851240461498433,[31£¬301]:1.1851240461498433,[31£¬199]:1.1039885198465031,[31£¬191]:1.1039885198465031,[31£¬187]:1.1039885198465031,[31£¬523]:1.1039885198465031,[31£¬192]:1.1039885198465031,
[813£¬258]:3.328044826827508,[813£¬288]:2.981261763459723,[813£¬313]:2.891444086425468,[813£¬682]:2.631734203004717,[813£¬323]:2.511780888124468,[813£¬286]:2.253443253247328,[813£¬328]:2.1752987384170788,[813£¬338]:2.1741529441463587,[813£¬301]:2.1741529441463587,[813£¬326]:2.1726459363418353,
[857£¬285]:1.4728608782905053,[857£¬117]:1.468885652627564,[857£¬508]:1.258565346179253,[857£¬127]:1.2492984061510688,[857£¬7]:1.2395728614852528,[857£¬275]:1.2262623973324693,[857£¬322]:1.2148540156689562,[857£¬276]:1.2142039374498528,[857£¬1]:1.2082426350562205,[857£¬288]:1.2028342505251295,
[732£¬322]:3.0349622069127817,[732£¬302]:2.617667003203827,[732£¬748]:2.5898364880385665,[732£¬319]:2.5793037765783566,[732£¬326]:2.564284249870151,[732£¬292]:2.1837427797897297,[732£¬328]:2.1611128339561985,[732£¬325]:2.157501768397306,[732£¬323]:2.14131346144897,[732£¬258]:2.130793240418623,
[791£¬302]:2.4915428910840727,[791£¬690]:2.4656549959230567,[791£¬323]:2.417088886617771,[791£¬301]:2.410771315761507,[791£¬879]:2.0152123794616057,[791£¬340]:1.9909167167623136,[791£¬307]:1.9887935434733945,[791£¬326]:1.9624689737422578,[791£¬688]:1.9603286993000562,[791£¬321]:1.9331187263003036,
